name,ammen,title,condition,rating,reviewNum,location
[제주/애월] 해아래펜션,생활시설 주차장 TV 케이블 TV 에어컨 와이파이 건조기 구급 상자 헤어 드라이기 세탁기 (공용) 주방시설 전기포트 전자레인지 밥솥 식기 (그릇) 냉장고 여가시설 바비큐 테라스 주요정책 가족/ 어린이환영 취사가능 실내 금연 특장점 대중교통 바다 근처 마당,[제주/애월] 해아래펜션,6박,4.5,104.0,애월읍
[제주/제주시] [한화리조트 X 미스터멘션] 제주 한화리조트,생활시설 주차장 엘리베이터 TV 케이블 TV 에어컨 와이파이 도어락 세면도구 구급 상자 수건 헤어 드라이기 세탁기 (공용) 건조기 주방시설 전기포트 밥솥 식기 (그릇) 냉장고 전자레인지 여가시설 바비큐 테라스 주요정책 가족/ 어린이환영 취사가능 실내 금연 반려동물 가능 특장점 아침식사 대중교통 바다 근처 제주스러움 휠체어 사용 가능 관리비 없음,[제주/제주시] [한화리조트 X 미스터멘션] 제주 한화리조트,6박,4.8,164.0,명림로
[제주/구좌] #모던/우드 2가지 감성 독채 #옥상 #테라스 '모던하우스',생활시설 주차장 TV 에어컨 와이파이 세탁기 (개인) 세면도구 수건 다리미 헤어 드라이기 주방시설 전기포트 전자레인지 밥솥 식기 (그릇) 냉장고 여가시설 테라스 주요정책 가족/ 어린이환영 반려동물 가능 취사가능 실내 금연 특장점 마당 바다 근처,[제주/구좌] #모던/우드 2가지 감성 독채 #옥상 #테라스 '모던하우스',6박,4.8,21.0,구좌읍
[제주/구좌] 감성 독채 #자쿠지 #돌담 #논밭뷰 '소담정',생활시설 주차장 TV 케이블 TV 에어컨 와이파이 세탁기 (개인) 도어락 세면도구 헤어 드라이기 주방시설 전기포트 전자레인지 밥솥 식기 (그릇) 냉장고 여가시설 테라스 주요정책 가족/ 어린이환영 취사가능 실내 금연 특장점 바다 근처 제주스러움 마당,[제주/구좌] 감성 독채 #자쿠지 #돌담 #논밭뷰 '소담정',6박,4.2,10.0,구좌읍
[제주/애월] 쌩텀펜션 #특가 #단독 #바베큐 #정원,생활시설 주차장 TV 케이블 TV 에어컨 와이파이 도어락 세면도구 구급 상자 수건 헤어 드라이기 세탁기 (공용) 주방시설 전기포트 전자레인지 밥솥 식기 (그릇) 냉장고 여가시설 바비큐 테라스 주요정책 가족/ 어린이환영 취사가능 실내 금연 특장점 제주스러움 마당 대중교통,[제주/애월] 쌩텀펜션 #특가 #단독 #바베큐 #정원,6박,5.0,145.0,애월읍
[제주/애월] #탁트인전망 #프라이빗한공간  #넓은구조 #전용마당독채 몽글몽글 꽃그림이 가득한 독채 몽스테이,생활시설 주차장 TV 케이블 TV 에어컨 와이파이 세탁기 (개인) 건조기 도어락 수건 헤어 드라이기 주방시설 전기포트 전자레인지 밥솥 식기 (그릇) 냉장고 여가시설 테라스 주요정책 가족/ 어린이환영 취사가능 실내 금연 특장점 대중교통 바다 근처 제주스러움 마당,[제주/애월] #탁트인전망 #프라이빗한공간  #넓은구조 #전용마당독채 몽글몽글 꽃그림이 가득한 독채 몽스테이,6박,5.0,3.0,애월읍
[제주/애월]#숲속 #통나무집 #힐링스테이 #제주스러움 예예하우스,생활시설 주차장 TV 케이블 TV 에어컨 와이파이 헤어 드라이기 세탁기 (공용) 주방시설 전기포트 전자레인지 밥솥 식기 (그릇) 냉장고 여가시설 테라스 주요정책 가족/ 어린이환영 취사가능 실내 금연 반려동물 가능 특장점 제주스러움 마당,[제주/애월]#숲속 #통나무집 #힐링스테이 #제주스러움 예예하우스,6박,4.9,6.0,애월읍
[서귀포시] #오션뷰 #풀옵션 #한달살기 제주준이네 웰스플레이스,생활시설 주차장 엘리베이터 TV 케이블 TV 에어컨 와이파이 세탁기 (개인) 도어락 구급 상자 수건 헤어 드라이기 욕조 주방시설 전기포트 전자레인지 밥솥 식기 (그릇) 냉장고 주요정책 가족/ 어린이환영 반려동물 가능 취사가능 실내 금연 특장점 반려동물 키움 대중교통 바다 근처 제주스러움 휠체어 사용 가능,[서귀포시] #오션뷰 #풀옵션 #한달살기 제주준이네 웰스플레이스,29박,4.8,61.0,막동산로46번길
[제주/애월] 애월 바다가 보이는 작은 숲속 힐링하우스 조이힐 펜션,생활시설 주차장 TV 케이블 TV 에어컨 와이파이 도어락 세면도구 수건 헤어 드라이기 세탁기 (공용) 건조기 세탁기 (개인) 주방시설 전기포트 전자레인지 밥솥 식기 (그릇) 냉장고 부엌 (공용) 여가시설 바비큐 테라스 주요정책 가족/ 어린이환영 반려동물 가능 취사가능 실내 금연 특장점 대중교통 바다 근처 제주스러움 아침식사 반려동물 키움 마당 관리비 없음 휠체어 사용 가능,[제주/애월] 애월 바다가 보이는 작은 숲속 힐링하우스 조이힐 펜션,6박,4.6,15.0,애월읍
[제주/구좌] #정원형 마당 독채 #테라스 '녹색 감성하우스 N',생활시설 주차장 TV 케이블 TV 에어컨 와이파이 세탁기 (개인) 도어락 세면도구 수건 헤어 드라이기 주방시설 전기포트 전자레인지 밥솥 식기 (그릇) 냉장고 여가시설 테라스 주요정책 가족/ 어린이환영 취사가능 실내 금연 특장점 제주스러움 마당,[제주/구좌] #정원형 마당 독채 #테라스 '녹색 감성하우스 N',6박,4.2,24.0,구좌읍
[제주시] 제주오렌지하우스,생활시설 주차장 TV 케이블 TV 에어컨 와이파이 욕조 세탁기 (개인) 도어락 세면도구 구급 상자 수건 다리미 헤어 드라이기 주방시설 전기포트 전자레인지 밥솥 식기 (그릇) 냉장고 주요정책 가족/ 어린이환영 취사가능 실내 금연 특장점 대중교통 제주스러움 마당,[제주시] 제주오렌지하우스,6박,4.8,16.0,노형동
[서귀포/서귀포시] #돌담 #올레길 #사계절 아름다운 정원 #제주 힐링여행 늘봄스테이,생활시설 주차장 TV 케이블 TV 에어컨 와이파이 도어락 세면도구 수건 헤어 드라이기 세탁기 (공용) 주방시설 전기포트 전자레인지 밥솥 식기 (그릇) 냉장고 여가시설 테라스 주요정책 가족/ 어린이환영 취사가능 실내 금연 특장점 대중교통 바다 근처 제주스러움 마당 휠체어 사용 가능,[서귀포/서귀포시] #돌담 #올레길 #사계절 아름다운 정원 #제주 힐링여행 늘봄스테이,29박,4.2,5.0,예래동
[제주/한림] 씨더비양,생활시설 주차장 TV 케이블 TV 에어컨 와이파이 도어락 세면도구 수건 헤어 드라이기 세탁기 (공용) 욕조 주방시설 전기포트 전자레인지 밥솥 부엌 (공용) 식기 (그릇) 냉장고 여가시설 바비큐 테라스 주요정책 가족/ 어린이환영 취사가능 실내 금연 특장점 반려동물 키움 대중교통 바다 근처 제주스러움 마당,[제주/한림] 씨더비양,6박,4.8,69.0,한림읍
[제주시/조천] 제주도유펜션,생활시설 주차장 TV 케이블 TV 에어컨 헤어 드라이기 세탁기 (공용) 와이파이 주방시설 전기포트 밥솥 식기 (그릇) 냉장고 전자레인지 주요정책 실내 금연 특장점 대중교통 바다 근처 제주스러움 마당 관리비 없음,[제주시/조천] 제주도유펜션,14박,4.5,29.0,신촌10길
[제주/구좌]#독채 #테라스 #논밭뷰 #돌담길 '돌담 위 이층집',생활시설 주차장 TV 에어컨 와이파이 세탁기 (개인) 도어락 헤어 드라이기 주방시설 전기포트 전자레인지 밥솥 식기 (그릇) 냉장고 여가시설 테라스 주요정책 가족/ 어린이환영 취사가능 실내 금연 특장점 바다 근처 제주스러움 마당,[제주/구좌]#독채 #테라스 #논밭뷰 #돌담길 '돌담 위 이층집',14박,4.5,24.0,구좌읍
[제주/애월] #럭셔리 스테이 #오션뷰 #욕조 #소파 #애월해안도로 '애월빌리지 303호',생활시설 주차장 TV 케이블 TV 에어컨 와이파이 욕조 세탁기 (개인) 엘리베이터 도어락 세면도구 수건 헤어 드라이기 주방시설 전기포트 전자레인지 밥솥 식기 (그릇) 냉장고 주요정책 가족/ 어린이환영 반려동물 가능 취사가능 실내 금연 특장점 바다 근처 마당,[제주/애월] #럭셔리 스테이 #오션뷰 #욕조 #소파 #애월해안도로 '애월빌리지 303호',29박,4.7,6.0,애월읍
[제주/구좌] #넓은 마당 독채 #돌담 #논밭뷰 '진아네하우스',생활시설 주차장 TV 케이블 TV 에어컨 와이파이 세탁기 (개인) 도어락 세면도구 수건 헤어 드라이기 주방시설 전기포트 전자레인지 밥솥 식기 (그릇) 냉장고 여가시설 테라스 주요정책 가족/ 어린이환영 실내 금연 특장점 제주스러움 마당,[제주/구좌] #넓은 마당 독채 #돌담 #논밭뷰 '진아네하우스',6박,4.6,39.0,구좌읍
[친환경 숙소] [서귀포/안덕] 따뜻한 제주 정남향 '쉼' 하우스 / 덕수리 프라이빗 단층 독채 ,생활시설 주차장 TV 케이블 TV 에어컨 와이파이 세탁기 (개인) 도어락 수건 헤어 드라이기 주방시설 전기포트 전자레인지 밥솥 식기 (그릇) 냉장고 여가시설 테라스 주요정책 가족/ 어린이환영 반려동물 가능 취사가능 실내 금연 특장점 제주스러움 마당,,,,,
[제주/한림] #한옥형 독채# #넷플릭스 가능 #천장 통창뷰 #논밭뷰 '마중',생활시설 TV 케이블 TV 에어컨 와이파이 세탁기 (개인) 도어락 헤어 드라이기 주방시설 전기포트 전자레인지 밥솥 식기 (그릇) 냉장고 주요정책 가족/ 어린이환영 반려동물 가능 취사가능 실내 금연 특장점 바다 근처 제주스러움 마당,[제주/한림] #한옥형 독채# #넷플릭스 가능 #천장 통창뷰 #논밭뷰 '마중',14박,3.8,7.0,한림읍
[서귀포시] 섬 세개 보이는 탁트인 오션뷰! 제주 서귀포 모드니에 펜션,생활시설 주차장 TV 케이블 TV 에어컨 와이파이 세탁기 (개인) 헤어 드라이기 세탁기 (공용) 주방시설 전기포트 전자레인지 밥솥 식기 (그릇) 냉장고 여가시설 테라스 주요정책 가족/ 어린이환영 취사가능 실내 금연 특장점 제주스러움 대중교통 마당 바다 근처,[서귀포시] 섬 세개 보이는 탁트인 오션뷰! 제주 서귀포 모드니에 펜션,6박,4.7,36.0,동홍로239번길
[친환경 숙소] [서귀포/대정] #복층형 독채 #논밭뷰 #바다 5분거리 #바다 앞 돌고래뷰 #편의점 1분 거리 '소랑 in 제주',생활시설 주차장 TV 케이블 TV 에어컨 와이파이 세탁기 (개인) 건조기 도어락 세면도구 수건 헤어 드라이기 주방시설 전기포트 전자레인지 밥솥 식기 (그릇) 냉장고 여가시설 테라스 주요정책 가족/ 어린이환영 취사가능 실내 금연 특장점 바다 근처 제주스러움,[친환경 숙소] [서귀포/대정] #복층형 독채 #논밭뷰 #바다 5분거리 #바다 앞 돌고래뷰 #편의점 1분 거리 '소랑 in 제주',6박,4.6,40.0,대정읍
[제주/애월] #럭셔리 스테이 #오션뷰 #욕조 #소파 #애월해안도로 '애월빌리지',생활시설 주차장 엘리베이터 TV 케이블 TV 에어컨 와이파이 욕조 세탁기 (개인) 도어락 세면도구 수건 헤어 드라이기 주방시설 전기포트 전자레인지 밥솥 식기 (그릇) 냉장고 주요정책 가족/ 어린이환영 취사가능 실내 금연 특장점 바다 근처 마당,[제주/애월] #럭셔리 스테이 #오션뷰 #욕조 #소파 #애월해안도로 '애월빌리지',14박,4.7,30.0,애월읍
[서귀포/서귀포시] 초록 제주의 미드나잇 타운 하우스,생활시설 주차장 엘리베이터 TV 케이블 TV 에어컨 와이파이 도어락 헤어 드라이기 욕조 주방시설 전기포트 전자레인지 밥솥 식기 (그릇) 냉장고 주요정책 가족/ 어린이환영 취사가능 실내 금연,[서귀포/서귀포시] 초록 제주의 미드나잇 타운 하우스,29박,4.8,7.0,영천동
[제주/애월] 올레프로방스,생활시설 주차장 TV 케이블 TV 에어컨 와이파이 건조기 구급 상자 수건 헤어 드라이기 세탁기 (공용) 다리미 주방시설 전기포트 전자레인지 밥솥 식기 (그릇) 냉장고 여가시설 바비큐 테라스 주요정책 가족/ 어린이환영 취사가능 실내 금연 특장점 제주스러움 마당 대중교통,[제주/애월] 올레프로방스,6박,4.8,38.0,애월읍
[서귀포/대정] #복층형 독채 #바다 앞 돌고래 뷰 #바다 5분거리 #유아용 텐트 '제주하랑펜션',생활시설 주차장 TV 케이블 TV 에어컨 와이파이 세탁기 (개인) 건조기 도어락 세면도구 수건 주방시설 전기포트 전자레인지 밥솥 식기 (그릇) 냉장고 주요정책 가족/ 어린이환영 반려동물 가능 취사가능 실내 금연 특장점 대중교통 바다 근처,[서귀포/대정] #복층형 독채 #바다 앞 돌고래 뷰 #바다 5분거리 #유아용 텐트 '제주하랑펜션',6박,4.5,36.0,대정읍
[친환경 숙소] [제주/한경] #2개 독채 사용 #자쿠지 #돌담 #럭셔리 스테이 '용수집',생활시설 주차장 케이블 TV 에어컨 와이파이 욕조 세탁기 (개인) 수건 헤어 드라이기 주방시설 전기포트 전자레인지 밥솥 식기 (그릇) 냉장고 주요정책 취사가능 실내 금연 특장점 대중교통 바다 근처 제주스러움 마당,[친환경 숙소] [제주/한경] #2개 독채 사용 #자쿠지 #돌담 #럭셔리 스테이 '용수집',6박,4.4,16.0,한경면
"[제주시] 제주스카이라인 독채 휴양펜션 (단층독채, 잔디마당, 테라스) ",생활시설 주차장 TV 케이블 TV 에어컨 와이파이 세탁기 (개인) 세면도구 수건 헤어 드라이기 주방시설 전기포트 전자레인지 밥솥 식기 (그릇) 냉장고 여가시설 바비큐 테라스 주요정책 가족/ 어린이환영 반려동물 가능 취사가능 실내 금연 특장점 제주스러움 마당 대중교통 관리비 없음,,,,,
[제주/조천] #탁트인전망 #돌담길 #테라스 아기자기 제주스러움이 가득한 '해담은 와산',생활시설 주차장 TV 케이블 TV 에어컨 와이파이 세탁기 (개인) 도어락 수건 헤어 드라이기 주방시설 전기포트 전자레인지 밥솥 식기 (그릇) 냉장고 여가시설 테라스 주요정책 가족/ 어린이환영 취사가능 실내 금연 특장점 반려동물 키움 바다 근처 제주스러움 대중교통,[제주/조천] #탁트인전망 #돌담길 #테라스 아기자기 제주스러움이 가득한 '해담은 와산',6박,5.0,3.0,조천읍
[제주시] 해변 5분/공항 10분 최상의 위치 신축 하우스,생활시설 주차장 엘리베이터 TV 에어컨 와이파이 세탁기 (개인) 도어락 수건 헤어 드라이기 세면도구 주방시설 전기포트 전자레인지 식기 (그릇) 냉장고 주요정책 가족/ 어린이환영 실내 금연 특장점 대중교통 바다 근처 제주스러움 휠체어 사용 가능 관리비 없음,[제주시] 해변 5분/공항 10분 최상의 위치 신축 하우스,6박,4.8,219.0,원노형2길
[서귀포/성산] 제주바다앞 한달살기 삼달삼달,생활시설 주차장 TV 케이블 TV 에어컨 와이파이 도어락 헤어 드라이기 세탁기 (공용) 주방시설 전기포트 전자레인지 밥솥 식기 (그릇) 냉장고 여가시설 테라스 주요정책 가족/ 어린이환영 취사가능 실내 금연 특장점 반려동물 키움 대중교통 바다 근처 제주스러움 마당,[서귀포/성산] 제주바다앞 한달살기 삼달삼달,29박,4.8,81.0,성산읍
[제주/한림]  ☞Relax @ 청정제주 협재해수욕장 ★ 에퀴녹스 드 협재 ★,생활시설 주차장 TV 케이블 TV 에어컨 와이파이 세탁기 (개인) 도어락 세면도구 수건 헤어 드라이기 다리미 주방시설 전기포트 전자레인지 밥솥 식기 (그릇) 냉장고 여가시설 바비큐 테라스 주요정책 가족/ 어린이환영 취사가능 실내 금연 반려동물 가능 특장점 바다 근처 마당 아침식사 반려동물 키움 제주스러움,[제주/한림]  ☞Relax @ 청정제주 협재해수욕장 ★ 에퀴녹스 드 협재 ★,6박,4.8,63.0,한림읍
[제주시] *제주탐라도서관 옆* 푸른숲의 여유와 아늑함이 가득한 선하우스,생활시설 주차장 TV 케이블 TV 에어컨 와이파이 세탁기 (개인) 도어락 세면도구 수건 헤어 드라이기 주방시설 전기포트 전자레인지 밥솥 식기 (그릇) 냉장고 여가시설 테라스 주요정책 가족/ 어린이환영 취사가능 실내 금연 특장점 대중교통 바다 근처 제주스러움,[제주시] *제주탐라도서관 옆* 푸른숲의 여유와 아늑함이 가득한 선하우스,6박,4.8,21.0,노형동
[제주/애월] “특특가!” 남매 펜션,생활시설 주차장 TV 케이블 TV 에어컨 와이파이 세탁기 (개인) 건조기 도어락 세면도구 구급 상자 수건 헤어 드라이기 세탁기 (공용) 욕조 주방시설 전기포트 전자레인지 밥솥 식기 (그릇) 냉장고 부엌 (공용) 여가시설 바비큐 테라스 주요정책 가족/ 어린이환영 취사가능 실내 금연 특장점 대중교통 바다 근처 제주스러움 마당,[제주/애월] “특특가!” 남매 펜션,6박,4.7,41.0,애월읍
[제주/조천] 마마가 만드는 작은세상.. 미니어쳐를 만날수 있는 노을맛집 마마미니,생활시설 주차장 TV 케이블 TV 에어컨 와이파이 세탁기 (개인) 도어락 수건 헤어 드라이기 주방시설 전기포트 전자레인지 밥솥 식기 (그릇) 냉장고 여가시설 테라스 주요정책 가족/ 어린이환영 취사가능 실내 금연 특장점 대중교통 마당 관리비 없음,[제주/조천] 마마가 만드는 작은세상.. 미니어쳐를 만날수 있는 노을맛집 마마미니,6박,5.0,60.0,조천읍
[서귀포/표선] 제주 율 하우스,생활시설 주차장 TV 케이블 TV 에어컨 와이파이 욕조 세탁기 (개인) 건조기 도어락 구급 상자 수건 헤어 드라이기 주방시설 전기포트 전자레인지 밥솥 식기 (그릇) 냉장고 여가시설 수영장 바비큐 테라스 주요정책 가족/ 어린이환영 취사가능 실내 금연 특장점 대중교통 마당 제주스러움,[서귀포/표선] 제주 율 하우스,14박,4.7,23.0,표선면
[제주/구좌] 비자림의 아침 - 천년의 숲 비자림앞 청정 숙소,생활시설 주차장 TV 케이블 TV 에어컨 와이파이 건조기 세면도구 수건 헤어 드라이기 세탁기 (공용) 주방시설 전기포트 전자레인지 밥솥 부엌 (공용) 식기 (그릇) 냉장고 여가시설 테라스 주요정책 가족/ 어린이환영 취사가능 실내 금연 특장점 바다 근처 마당,[제주/구좌] 비자림의 아침 - 천년의 숲 비자림앞 청정 숙소,14박,4.7,62.0,구좌읍
[제주/한림] 레몬하우스,생활시설 주차장 엘리베이터 TV 에어컨 와이파이 세탁기 (개인) 도어락 다리미 헤어 드라이기 케이블 TV 주방시설 전기포트 전자레인지 밥솥 부엌 (공용) 냉장고 여가시설 바비큐 테라스 주요정책 가족/ 어린이환영 취사가능 실내 금연 특장점 대중교통 바다 근처 제주스러움 마당 관리비 없음,[제주/한림] 레몬하우스,29박,4.9,18.0,한림읍
[제주/애월] 곽지해수욕장 과 애월 한담 산책로와 함께하는 까사벨라,생활시설 주차장 엘리베이터 케이블 TV 에어컨 와이파이 세탁기 (개인) 건조기 도어락 세면도구 수건 헤어 드라이기 주방시설 전기포트 전자레인지 밥솥 식기 (그릇) 냉장고 주요정책 가족/ 어린이환영 취사가능 실내 금연 특장점 대중교통 바다 근처 제주스러움,[제주/애월] 곽지해수욕장 과 애월 한담 산책로와 함께하는 까사벨라,6박,5.0,27.0,애월읍
[제주/한림] 올림픽 별장 캠프 올레,생활시설 주차장 케이블 TV 에어컨 와이파이 세면도구 구급 상자 수건 헤어 드라이기 세탁기 (공용) 주방시설 전자레인지 밥솥 식기 (그릇) 냉장고 여가시설 바비큐 주요정책 가족/ 어린이환영 취사가능 실내 금연 특장점 바다 근처 마당 관리비 없음,[제주/한림] 올림픽 별장 캠프 올레,14박,4.7,16.0,한림읍
[서귀포시] 제주인하우스펜션,생활시설 주차장 TV 케이블 TV 에어컨 와이파이 건조기 도어락 세면도구 구급 상자 수건 헤어 드라이기 세탁기 (공용) 주방시설 전기포트 전자레인지 밥솥 식기 (그릇) 냉장고 부엌 (공용) 여가시설 바비큐 테라스 주요정책 가족/ 어린이환영 취사가능 실내 금연 특장점 대중교통 바다 근처 제주스러움 마당,[서귀포시] 제주인하우스펜션,6박,4.9,37.0,법환상로2번길
"[제주/한경] 산과 바다가 한눈에, 노을이 아름다운 고산이랑",생활시설 주차장 TV 케이블 TV 에어컨 와이파이 세탁기 (개인) 도어락 세면도구 구급 상자 수건 다리미 헤어 드라이기 주방시설 전기포트 전자레인지 밥솥 부엌 (공용) 식기 (그릇) 냉장고 여가시설 바비큐 테라스 주요정책 가족/ 어린이환영 취사가능 실내 금연 특장점 대중교통 바다 근처 제주스러움 마당 관리비 없음,"[제주/한경] 산과 바다가 한눈에, 노을이 아름다운 고산이랑",14박,4.8,31.0,한경면
[제주/한림] 쉼이 있는 특별한 선택 제주더힐링,생활시설 주차장 TV 케이블 TV 에어컨 와이파이 세면도구 수건 헤어 드라이기 세탁기 (공용) 주방시설 전기포트 전자레인지 밥솥 식기 (그릇) 냉장고 여가시설 테라스 주요정책 가족/ 어린이환영 취사가능 실내 금연 특장점 대중교통 바다 근처 제주스러움 마당 관리비 없음,[제주/한림] 쉼이 있는 특별한 선택 제주더힐링,14박,4.6,7.0,한림읍
"[제주시] 비자림베리멍 (무엇을 보면서, 무엇을 바라보면서)",생활시설 주차장 TV 에어컨 와이파이 세면도구 수건 헤어 드라이기 세탁기 (공용) 건조기 도어락 주방시설 전기포트 전자레인지 밥솥 식기 (그릇) 냉장고 여가시설 바비큐 주요정책 가족/ 어린이환영 취사가능 실내 금연 특장점 대중교통 제주스러움 마당,"[제주시] 비자림베리멍 (무엇을 보면서, 무엇을 바라보면서)",6박,4.9,24.0,구좌읍
[제주/조천]★풀빌라 소랑★투룸 스파/사계절 공용수영장/단지내CCTV/함덕해변 차량 15분/,생활시설 주차장 TV 케이블 TV 에어컨 와이파이 도어락 헤어 드라이기 주방시설 전자레인지 식기 (그릇) 냉장고 주요정책 가족/ 어린이환영 실내 금연 특장점 제주스러움 마당,[제주/조천]★풀빌라 소랑★투룸 스파/사계절 공용수영장/단지내CCTV/함덕해변 차량 15분/,29박,4.2,5.0,조천읍
[제주/구좌] 방에서 청정 제주 동쪽 바다를 감상하며 편안함을 누리는 별방21펜션,생활시설 TV 케이블 TV 에어컨 와이파이 세면도구 수건 헤어 드라이기 세탁기 (공용) 주방시설 전기포트 전자레인지 밥솥 식기 (그릇) 냉장고 여가시설 테라스 바비큐 주요정책 취사가능 실내 금연 특장점 대중교통 바다 근처 제주스러움 마당,[제주/구좌] 방에서 청정 제주 동쪽 바다를 감상하며 편안함을 누리는 별방21펜션,14박,4.4,17.0,구좌읍
