0,1,2,3
[제주/한림] #애견동반 가능 #논밭뷰 #복층다락방 '스테이 앤틱',"정년퇴직앞두고 한달동안 편하게 잘 쉬었다 왔어요^^
제주에서 온지 일주일 지났는데 또 그립네요
가족과친지들외 다녀가면서  다들  편하고 좋다고들 하시면서  기회되면  다들  또  오고  싶어하더라고요
조금 불편한점은 화장실 두곳다 하수구에서 올라오는 냄새가 심해서 ㅠㅠ
그릇들이 조금더 있음 좋겠는데 아쉬웠어요
저희는 일회용으로 갖고간걸로 대체해서 사용했어요",2021년 11월,80
[제주/한림] #애견동반 가능 #논밭뷰 #복층다락방 '스테이 앤틱',"스테이에 첫인상은 나쁘지 안았습니다. 
그런데 스테이를 들어와서 보니 침구에는 이상한 이물질, 체모등이 그대로 있고 욕실 주방등에도 정소가 제대로 안되있어서 주인분께 문자며 연락을 드려도 아예 받지를 않고 씹으시더라구요. 스테이에 들어오기전까진 연락이 잘 되시던분이 일부러 확인을 안하는 느낌이었습니다. 그 다음날 침구교체며 청소를 해주시긴 했지만요. 안방 하수구 냄새도 엄청 심하구요.  5인 기준인데 수건이며 식기도 전체적으로 부족합니다. 스테이 자체는 그렇게 나쁘진 안은데 관리가 조금 미흡한 느낌 입니다.
",2022년 10월,60
[친환경 숙소] [제주/애월] #최대18명 #방5개 부엌2개 #워크샵 #대가족 #단체손님 #소형 수영장 #개인 마당 #옥상 '돌담 하우스',"5명이서 각방 사용할 수 있는 숙소를 찾다가 알게되었습니다. 5명이서 이용하니 집이 크고 넉넉해서 좋았습니다. 다만 일부 방에서는 와이파이가 잡히지 않았고, 보일러를 세게 틀었으나 1층 주방쪽 방에는 난방이 따뚯하지 않아 잘 때 패딩을 입고 자기도 했습니다. 방 별로 보일러 안내가 더 상세하게 있었다면 좋았을 것 같습니다. 이렇게 일부 방은 추웠음에도 가스요금이 3박 이용에 8만 6천원이 나와서 놀랐습니다. 외출시에는 보일러를 껐는데도.. 집이 커서 그런가봅니다. 쓰레기 배출때문에 고생을 조금 했습니다.. 비누 없는게 은근 불편하니 꼭 챙기시기 바랍니다.",2023년 11월,100
[친환경 숙소] [제주/애월] #최대18명 #방5개 부엌2개 #워크샵 #대가족 #단체손님 #소형 수영장 #개인 마당 #옥상 '돌담 하우스',"보름 살이  저희  어머니님 형제분이  잘머물다가 오셨다고 합니다~~
조용하고 한적한곳에서  깨끗하게 관리되어있는 숙소가  맘에 쏙  드셨다고 하네요~~^^",2023년 6월,100
[친환경 숙소] [제주/애월] #최대18명 #방5개 부엌2개 #워크샵 #대가족 #단체손님 #소형 수영장 #개인 마당 #옥상 '돌담 하우스',"가족들과 너무 즐겁게 놀다갑니다.
난방도 너무잘되었구요
12명이 지내기에 부족함이 전혀없었습니다

행복한 추억이 생기는데 큰 일조했습니다~^^
담에 또 이용하겠습니다~!",2023년 5월,100
[친환경 숙소] [제주/애월] #최대18명 #방5개 부엌2개 #워크샵 #대가족 #단체손님 #소형 수영장 #개인 마당 #옥상 '돌담 하우스',저희 친구 동생들 포함하여 6명이서 1주일을 지낼려고 하였으나 2박3일 동안 돌담에서 조용하고 어디든 놀러 다닐 수 있는 최적한이라 다음에도 시간이 되면 꼭 다시 가고 싶은 하우스입니다 너무나도 편안하게 있다가 갑니다 안뇽 ~,2023년 5월,100
[친환경 숙소] [제주/애월] #최대18명 #방5개 부엌2개 #워크샵 #대가족 #단체손님 #소형 수영장 #개인 마당 #옥상 '돌담 하우스',꺼끗하고 대식구가 머물기에 정말 딱인 곳이에요~~멀리 바다뷰가 보이고 조용한편이에요~4식구 일주일쯤 머물렀는데 작은 수영장 있어서 아이들이 하루 잘 놀았고요~세탁기.건조기 있어서 너무 좋았고 주방.거실이 넓어서 좋았어요~재방문 의사있어요~ 주인분도 답잘해주고 친절하세요~,2023년 5월,100
[친환경 숙소] [제주/애월] #최대18명 #방5개 부엌2개 #워크샵 #대가족 #단체손님 #소형 수영장 #개인 마당 #옥상 '돌담 하우스',"8박9일 잘 머물다 갑니다.
장모님과 처가 형제자매들 함께하는 즐거운 여행이었습니다. 각방 사용하고 화장실도 3개여서 편안하게 머물다 왔네요.
감사합니다~^^",2023년 5월,100
[친환경 숙소] [제주/애월] #최대18명 #방5개 부엌2개 #워크샵 #대가족 #단체손님 #소형 수영장 #개인 마당 #옥상 '돌담 하우스',2박 3일 11명이 편안히 지내다 왔어요 사진처럼 깔끔하고 넓어서 좋았어요 위치도 큰길가쪽이라 관광지 이동이 수월했어요 무엇보다 호스트님과 소통이 잘되어 좋았네요 감사합니다,2023년 4월,100
[친환경 숙소] [제주/애월] #최대18명 #방5개 부엌2개 #워크샵 #대가족 #단체손님 #소형 수영장 #개인 마당 #옥상 '돌담 하우스',"외갓집 식구들 할머니, 할아버지, 이모, 이모부, 삼촌, 숙모, 엄마, 아빠 다 해서 어른 12명이 묵을수있는 숙소를 찾다가 찾은 숙소인데.. 저는 못가봤지만 다들 너무 좋은곳을 숙소로 선택해줘서 어른들이 돌아가며 고맙다고, 수고했다고 전화가왔어요^^ㅎㅎ 넓고 깨끗하고 편하게 잘 지내다가 오셨다구해요! 다음에도 꼭 다시한번 가고싶으시다고하네요~ 나중에 저희식구끼리 가게되더라도 우리가족도 식구가 많으니, 이용하고싶다고 엄마가 말씀하셨어요!ㅎㅎ
어르신들이 가신거라 쓰레기배출방법, 계량기측정방법 어려울까봐 친절하게 설명해주시고 친절하게 대해주신점 감사드립니다!  저희 할아버지, 할머니, 이모들, 이모부들, 삼촌들, 숙모들, 저희 부모님까지 제주도 추억에 너무 좋은 기억을 남겨주셔서 감사합니다~ 큰 어려움없이 잘 지내다왔습니다.  중간중간 안내문자도오고 미스터멘션에서 진행되는것도 맘에 쏙들었어요~ 제주도에 자주갈순없지만, 다음에도 꼭 이용할게요! 좋은숙소를 저렴하게 제공해주셔서 감사합니다. ",2023년 2월,100
[친환경 숙소] [제주/애월] #최대18명 #방5개 부엌2개 #워크샵 #대가족 #단체손님 #소형 수영장 #개인 마당 #옥상 '돌담 하우스',"열흘 동안 3대가 편안하게 쉬다 갑니다
방 5개, 화장실 3개가 있어서 독립된 공간도 확보할 수 있었고 바쁜 아침시간에 화장실도 마음 편하게 사용할 수 있었어요
복층으로 되어 있어 어른과 아이들 공간 분리가 되어 좋았어요
잔디마당도 좋고 테라스도 있었는데 관광 후 늦게 숙소로 돌아오는 바람에 활용을 못해 아쉽네요
시간 여유 가지고 제주도 살이 하시는 분들께서는 잘 활용하시면 좋을듯 싶네요",2023년 1월,100
[친환경 숙소] [제주/애월] #최대18명 #방5개 부엌2개 #워크샵 #대가족 #단체손님 #소형 수영장 #개인 마당 #옥상 '돌담 하우스',"3년전  이용하였을때 너무 좋아서 이번에도 이용하게되였습니다.역시 사장님도 친절하시고 변한거없이 너무 깨끗하고 좋았습니다.
인원수가 많으신분들이라면 추천드려요..1,2층 방이 넉넉하고 거실도 넓습니다.
방이 여유롭게 있어서 이번에 4가족 갔는데 각자 방들 사용할수 있어너 좋았어요.저희가 밤 늦게 도착했는데 방도 미리 따뜻하게 해주시고 감사합니다.
대가족 여행숙소 추천합니다.",2022년 12월,100
[친환경 숙소] [제주/애월] #최대18명 #방5개 부엌2개 #워크샵 #대가족 #단체손님 #소형 수영장 #개인 마당 #옥상 '돌담 하우스',"4박5일을 지내고 왓습니다 ㅎㅎ 넓은 거실과 큰주방 그리고 개인 방들도 다들 좋앗던거같아요 
7명이 갓는데 정말 편안하게 보내고 온거같아요
모임하시는 분들도 다들 대만족햇습니다 ㅎㅎㅎ 
또 이용할려 햇는데 벌써 ㅠㅠ 예약되어있어 마음이 아프네요  강추강추해요",2022년 12월,100
[친환경 숙소] [제주/애월] #최대18명 #방5개 부엌2개 #워크샵 #대가족 #단체손님 #소형 수영장 #개인 마당 #옥상 '돌담 하우스',"3박4일동안 양가어른들 모시고 잘 놀다왔어요~
방도 컨디션도 괜찮고 화장실 컨디션도 좋고 
여행도 덥지도 춥지도 않아서 즐거운 여행이였답니다^^ 다음에 가게되면 다시 찾게될것 같아요~
주인분도 넘 친절하시구^^",2022년 10월,100
[친환경 숙소] [제주/애월] #최대18명 #방5개 부엌2개 #워크샵 #대가족 #단체손님 #소형 수영장 #개인 마당 #옥상 '돌담 하우스',"회사 워크샵으로 5박6일간 지냈습니다. 우선 집이 깨끗하고 필요한 시설들이 잘 갖추어져 있어서 좋았습니다. 주변도 조용하고 위치도 제주시내에서 멀지 않아서 괜찮았습니다. 아쉬운 점은 남자들만 가다보니 빨래가 쉽지 않은데, 수건을 약간의 비용을 받고 교체해주는 서비스가 있으면 편할것 같습니다. 주인도 친절하시고 대체적으로 만족스러운 숙소 였습니다. 감사합니다 ~~~

",2022년 10월,100
[친환경 숙소] [제주/애월] #최대18명 #방5개 부엌2개 #워크샵 #대가족 #단체손님 #소형 수영장 #개인 마당 #옥상 '돌담 하우스',"저희가족 총7명 3박4일동안 호스트께서 신경 써주신 덕분에 부족함 없이 편안히 잘 이용하였습니다.
다음 휴가때도 이용하겠습니다.",2022년 9월,100
[친환경 숙소] [제주/애월] #최대18명 #방5개 부엌2개 #워크샵 #대가족 #단체손님 #소형 수영장 #개인 마당 #옥상 '돌담 하우스',"8월26~29일 3박4일
친구들 가족 부부모임 총 11명 야무지게 잘 놀고
푹 쉬다가 왔네요!
사진에 보여주는 그대로 입니다.
1층 방 3개, 화장실 2개(주방,거실)
2층 방 2개 화장실 1개 (테라스,옥상)
단체여행계획에 각방이 필요하다면 완전 강추
입니다. 이가격에 이런곳은 제주에서 찾기 힘들어요 대부분 방3개 숙소가 많아요 4개짜리는 진짜
없습니다 ..

아쉬운부분없이 너무 잘 놀다 왔습니다
다음에 또 기회가 된다면 가고싶은 숙소 원픽입니다 ",2022년 8월,100
[친환경 숙소] [제주/애월] #최대18명 #방5개 부엌2개 #워크샵 #대가족 #단체손님 #소형 수영장 #개인 마당 #옥상 '돌담 하우스',"보름동안 가족들이랑 같이 지낸 숙소였습니다. 대체적으로 집도 크고 위치도 좋아서 찾아가기 쉬웠어요. 기본적으로 필요한 물품들은 다 준비되어 있어서 좋았고, 다만 바닥이 나무 바닥이라 조금 미끄러웠는데 주위 다이소 같은 곳에서 슬리퍼를 사시거나 집에서 신던 걸 챙겨가시면 좋을 듯 합니다. 가족들과 좋은 추억 남기고 갑니다. 감사합니다.",2022년 6월,100
[친환경 숙소] [제주/애월] #최대18명 #방5개 부엌2개 #워크샵 #대가족 #단체손님 #소형 수영장 #개인 마당 #옥상 '돌담 하우스',"주위 다른 독채 숙소를 고민하다가, 인원이 많아서 조금 더 큰 여기를 선택했는데 모두가 만족하더라구요 ! 저는 여행할 때는 무조건 숙소가 제일 중요하다고 생각하는데 너무 편하고 좋아서 만족해요 ! 세탁기 같은 편의 시설도 정말 좋았고, 마당에서 다 같이 간단한 레크레이션 하기도 좋았어요 ㅎㅎ 정말 재밌고 편하게 지낸 숙소였어요 ~~ 다음에 또 사람들 모아서 같이 가고 싶네요ㅜ 그리고 호스트님도 정말 친절하고 웬만하면 연락이 잘 되더라구요 ! 잘 쉬다 갑니다 ㅎㅎ",2022년 6월,100
[친환경 숙소] [제주/애월] #최대18명 #방5개 부엌2개 #워크샵 #대가족 #단체손님 #소형 수영장 #개인 마당 #옥상 '돌담 하우스',"무엇보다 집이 넓어서 아주 좋습니다. 방도 많고 마당도 넓게 있어서 쉬러 온 느낌을 확실하게 받을 수 있습니다. 주인장분도 친절하시고, 연락이 아주 잘 됩니다. 위치도 좋아서 주위 접근성이 좋습니다. 특히 주위에 항몽유적지가 있는데 산책하기 좋습니다. 숙소 추천합니다.",2022년 6월,100
[친환경 숙소] [제주/애월] #최대18명 #방5개 부엌2개 #워크샵 #대가족 #단체손님 #소형 수영장 #개인 마당 #옥상 '돌담 하우스',진짜 풀 하우스처럼 집이 어마어마하게 큽니다 ㅋㅋ 어머니 아버지 모시고 저희 부부가족 다녀왔는데 방도 깔끔하고 넉넉한게 좋았어요. 복층 형태여서 층이 구분되어 있는 것도 좋았어요. 앞에 예쁜 정원같은 잔디 마당도 있어서 아이들이 뛰어 놀기도 최적입니다 ~~ 정말 좋았는데 또 가고 싶네요^^_ 잘 쉬다 갑니다 ㅎ,2022년 6월,100
[친환경 숙소] [제주/애월] #최대18명 #방5개 부엌2개 #워크샵 #대가족 #단체손님 #소형 수영장 #개인 마당 #옥상 '돌담 하우스',"일주일동안 대가족 13명 모두 집처럼 편안하게 지냈습니다^^ 바람도 많이 불고 갑자기 추워진 날씨에도 집안은 따뜻했습니다. 1, 2층으로 구분되어 있어 공간 사용 시 크게 부딪하는 부분도 없었고 식기류도 넉넉히 구비되어 있었습니다~
",2023년 11월,80
[친환경 숙소] [제주/애월] #최대18명 #방5개 부엌2개 #워크샵 #대가족 #단체손님 #소형 수영장 #개인 마당 #옥상 '돌담 하우스',"이번4월5일부터8일까지,3박4일을 어머님 칠순을.맞아 제주 여행을.기획하게 돼었는데,이모님들2분까지해서 총8명의 인원이 움직이다보니,우선적인게 숙소!애월에 돌담 하우스
객실5개,화장실3개,넓고,깨끗하구,한적한 곳이였구요,이층에선 멀리 바다가 보이는 단독독체입니다.다 시설도 잘돼있어서,마치 집에서 쉬는것처럼 넘 좋았는데,다만 수세미,고무장갑,세안용비누,샤워타올이 없으니 준비해와야하구,수건은 인당2장씩이어서 세탁 건조해서사용해야해요.",2023년 4월,80
[친환경 숙소] [제주/애월] #최대18명 #방5개 부엌2개 #워크샵 #대가족 #단체손님 #소형 수영장 #개인 마당 #옥상 '돌담 하우스',"성인5인,아동5인생활하기좋았어요~
복층에방갯수도많고방마다침대구비
10명다1층에서만숙박했어요~
맨날아파트에서뛰지마라했는데2층에서최선을다해서뛰어놀아보라했는데층간소음?완전없었어요

입실전에문제있었던건입실전까지호스트님께서해결해주셔서일정에차질없이진행할수있었어요~
바베큐가안됐던점이조금아쉬웠어요...
근데팬션옆?에바베큐했던흔적들이있긴했어요...

도착하자마자거실쪽보일러틀고서쪽방쪽보일러틀었는데빨리따뜻해지지않아서조금시간이걸리다는거~
서쪽방쪽에는입실하지마자보일러최대치로하고취침시에는20도로해서주무세요
이보다높으면너무더웠어요~^^

☆보완했으면하는것
주방에컵이2개있어요
물컵이랑찬잔컵?1개씩만있어요
플라스틱컵이라도있었으면~
컵이조금부족했어요~
청소기완충했는데청소가밧데리가빨리소모되는것같았어요~
서쪽화장실있는방입구청소하다항상꺼졌어요
수건에서냄새나는거~어딜가나수건에는꼬리한냄새가나는거같아요
그래도건조기가있어서다행~다시씻고말리고해서사용했어요
팬션안에시계가없어요~
다들핸드폰이고손목시계는있지만거실에큰시계하나는있었으면하는바램이요~
분리수거시에비닐이나박스가없어서마트장보고박스챙겨와서분리수거했었어요~
저녁에입실하니가스전기수도사진찍기가조금무서웠어요~건물뒤에도살짝불들어오는전등이있었으면좋겠어요~

나가기전에계단밑에분리수거한거두라고해서거기에두고왔어요~
계단밑에앵글로만든분리수거함이있었으면은바로분리수거가능할것같아요~

입실부터퇴실까지잘쉬다가왔어요~
대가족쉬기에는딱!인듯합니다~
",2022년 11월,80
[친환경 숙소] [제주/애월] #최대18명 #방5개 부엌2개 #워크샵 #대가족 #단체손님 #소형 수영장 #개인 마당 #옥상 '돌담 하우스',"방이 5개라 충분히 편하게 쉴수있었습니다.
일반 가정집처럼 따뜻하고 편하게 쉬었다왔습니다.장기투숙하기 좋은곳 입니다.",2022년 10월,80
[친환경 숙소] [제주/애월] #최대18명 #방5개 부엌2개 #워크샵 #대가족 #단체손님 #소형 수영장 #개인 마당 #옥상 '돌담 하우스',"장점
1. 방 5개 화장실 3개
2. 공항 가깝다 
3. 넓은 거실 

단점
1. 수압 약하다 특히 각 화장실 동시 사용시 현저히 떨어짐 
2. 거실 청결하지 못함 바닥에 요가용 매트가 다수 깔려 있는데 지저분 하고 어순선함 차리리 그냥 마루를 사용 하는게 좋다
3. 계량기 확인 어려움 특히 처음 보는 사람은 찾기 더 힘들듯 단기 렌탈자에게 무슨 공과금을 매긴다는 것인지 이해안됨 특히 공과금도 최초 사용량과 측정 사용량이 상이해 시정조치 요구함 
4. 안방 화장실 안에서 잠그면 못나옴 밖에서 누가 열어줘야 이것은 빨리 고쳐야할 문제 
5. 미스터 맨션 처음 이용 했는데 장기 렌탈은 어떨지 몰라도 단기는 불쾌함 
6. 재방문 의사 없음",2023년 11월,20
[제주/제주시]  #신축 레지던스 #제주시내 초근접 #공항10분거리 #취사가능 : 센터포인트 N,일정상 공항 근처로 괜찮은 숙소를 찾아보다가 알게 돼서 어플도 처음으로 깔아보고 예약해서 일 박만 했는데 사진과 같고 내부가 엄청 깔끔해요 에어비앤비 개념과 다른 특이점은 전기 수도 등 사용한 만큼 계량기를 측정해 추가금이 든다는 점이였어요 ! 숙소 근처 도보 10분 내로 맛집이 많아서 접근성이 좋아요 ~,2023년 12월,100
[제주/제주시]  #신축 레지던스 #제주시내 초근접 #공항10분거리 #취사가능 : 센터포인트 N,한달동안 살았습니다. 여기는 한달 살이 하시는 분들이 꽤 있는거 같습니다. 위치는 번화가이고 건물이 신축이라 깨끗합니다.,2023년 12월,100
[제주/제주시]  #신축 레지던스 #제주시내 초근접 #공항10분거리 #취사가능 : 센터포인트 N,"깨끗한. 숙소에, 직원들의 친절한 서비스로 넘 편안하게 지내고 왔으며. 기회되면. 재이용하고 주변에도. 적극 소개하겠습니다
직원분들께 다시 한번 감사드리고 크게. 번창하시길 바랍니다",2023년 12월,100
[제주/제주시]  #신축 레지던스 #제주시내 초근접 #공항10분거리 #취사가능 : 센터포인트 N,"한달살기 잘 있었습니다.뚜벅이 여행자라   생필품구입이 쉽고, 5분거리에 교통등이 있어 가깝고 편리해서 좋았구요.전망이 탁 튀여서 숙소에서 쉴때는  창가에서 마시는 커피도 괜찮았어요.비행기소리 때문에 걱정했는데 불편함없이 뜨고  내리는 비행기도 구경하느라 재미있었어요.숙소 선택할때 신축이라 깨끗함에 정했는데  숙소가 깨끗한 장점이 제일 좋았어요.  다음에 또 방문하겠습니다.",2023년 12월,100
[제주/제주시]  #신축 레지던스 #제주시내 초근접 #공항10분거리 #취사가능 : 센터포인트 N,"숙소 위치도 너무 좋고 , 굉장히 깔끔합니다 !주위에 편의시설 다 있어서 한달살기 하는데 불편함이 전혀 없었습니다 !친구들도 한달살기하면 이 숙소로 하고 싶다고 했어요 ! 한달동안 편안히 쉬다갑니다 ! 특히 근처에 버스정류장이 있어 뚜벅이로서도 불편함이없었습니당",2023년 12월,100
[제주/제주시]  #신축 레지던스 #제주시내 초근접 #공항10분거리 #취사가능 : 센터포인트 N,"복층을 선택한것이 탁월한 선택이었고
한달 지내는 동안 멋진 뷰와 조용하고 부족함 없이 편리한 
시설이 너무 만족해요
자동차 렌트 없이 대중교통을 이용하였는데 
주변에 노형오거리,로데오거리와 맛집과 쇼핑거리 등 
교통도 편리하고 너무 좋아서 만족합니다 
방문했던 지안들이 대 만족하고 
다음에 오고싶다고 하네요
주변에 추천하고 있어요 ^^",2023년 12월,100
[제주/제주시]  #신축 레지던스 #제주시내 초근접 #공항10분거리 #취사가능 : 센터포인트 N,"19일동안 잘 지냈습니다
매우쳥결하고 저멀리 바다 뷰도 좋았습니다
자주 이용하러고 합니다ㆍ",2023년 11월,100
